income,savings,credit_usage,loan_balance,monthly_spending,investment_portfolio,risk_appetite,age,employment_status,education_level,credit_score,debt_to_income_ratio,monthly_essentials,monthly_discretionary,long_term_goals
2795,12543,6914,21358,1815,3283,medium,24,self-employed,master's,436,10.11,946,270,retirement
6680,47444,364,53240,4217,10866,high,65,self-employed,PhD,377,8.02,898,401,buy house
6829,43665,7692,51072,4119,10682,low,58,self-employed,master's,463,8.6,1085,890,buy house
3918,11350,6360,1328,2705,3117,medium,33,full-time,bachelor's,729,1.96,1283,737,invest more
9004,31762,405,10120,4882,8941,low,48,retired,master's,308,1.17,1379,1464,retirement
2067,13150,5437,32416,910,16287,medium,35,self-employed,master's,612,18.3,629,257,invest more
8772,24180,2794,8199,4273,1183,low,50,self-employed,PhD,673,1.25,2791,853,invest more
6650,41013,7377,60141,3887,19925,medium,70,retired,PhD,590,10.15,805,676,invest more
4880,8317,941,19687,2842,9230,medium,29,full-time,master's,711,4.23,592,824,invest more
4783,19372,846,13932,2972,7176,low,31,self-employed,master's,753,3.09,1788,567,travel
7168,38271,5512,3446,4466,3640,medium,70,retired,PhD,454,1.25,772,665,retirement
4395,5419,6415,7470,1426,12701,high,33,self-employed,master's,424,3.16,644,249,invest more
5190,31357,7117,36247,2832,9495,low,58,self-employed,PhD,355,8.35,519,829,retirement
5874,21804,7939,2178,2835,10778,high,62,self-employed,PhD,612,1.72,1285,466,travel
7272,29601,1896,15786,4272,4547,high,41,self-employed,master's,562,2.43,1393,581,travel
4006,16932,2294,15676,1214,5125,medium,29,self-employed,bachelor's,660,4.48,729,293,retirement
1378,3888,2093,1521,433,1487,high,20,part-time,high school,471,2.62,500,200,travel
6957,13130,8513,35813,2880,17923,low,42,self-employed,master's,659,6.37,1018,681,buy house
5370,11874,5468,13769,3308,18427,low,49,full-time,PhD,841,3.58,675,970,buy house
5054,21845,6816,14507,3312,1002,high,57,full-time,PhD,688,4.22,885,202,buy house
8044,48876,5375,25131,2567,19372,high,40,self-employed,master's,788,3.79,1705,224,invest more
8507,24664,2557,31171,4609,16190,low,52,retired,PhD,510,3.96,1176,1125,buy house
6516,26123,9653,12104,4099,11850,medium,51,retired,PhD,757,3.34,579,562,buy house
6672,14411,2530,28908,4610,2371,low,46,self-employed,master's,661,4.71,1353,729,travel
1182,4715,8354,1750,394,19795,high,19,unemployed,in school,496,8.54,500,200,retirement
3681,15481,2783,26150,1405,16722,medium,29,full-time,bachelor's,538,7.86,727,207,buy house
7378,15848,2257,46290,3328,17461,high,61,full-time,master's,415,6.58,1635,720,invest more
5078,30014,5772,40301,1642,19927,high,55,full-time,master's,494,9.07,753,316,invest more
3795,17003,9392,13009,1255,19811,medium,23,full-time,master's,650,5.9,771,269,invest more
4470,17702,5447,5362,1936,2315,high,28,self-employed,bachelor's,626,2.42,783,511,retirement
7036,48571,1898,386,2534,4678,low,51,retired,PhD,741,0.32,1122,724,retirement
9964,25978,2857,48767,4161,7387,high,62,retired,PhD,404,5.18,723,852,invest more
5572,11545,6729,8805,3308,8107,medium,40,self-employed,PhD,570,2.79,620,261,travel
1385,2899,4426,231,428,9043,medium,21,part-time,high school,438,3.36,500,200,travel
5986,22200,8707,34907,2099,11116,high,40,full-time,PhD,747,7.28,672,513,retirement
6598,48199,9577,67704,4218,9750,high,68,retired,PhD,748,11.71,531,242,buy house
8307,24113,7354,24058,5496,11131,low,61,full-time,PhD,441,3.78,3243,446,travel
6320,47021,1655,20407,3713,5298,high,45,self-employed,master's,412,3.49,1823,307,travel
7015,12331,8220,36178,2180,16314,high,55,retired,PhD,414,6.33,566,555,invest more
1451,848,1977,455,795,17711,medium,19,unemployed,in school,546,1.67,515,222,invest more
7998,31734,8890,30791,3499,11915,high,64,retired,PhD,520,4.96,539,869,travel
7970,35684,1931,33014,5307,8552,high,68,self-employed,master's,608,4.38,2417,571,travel
2201,6430,4727,24588,787,15817,high,32,full-time,master's,478,13.31,514,221,invest more
5771,31106,9675,23314,3324,6524,high,50,full-time,master's,437,5.72,970,601,invest more
9090,39333,8642,13744,4344,2800,high,57,full-time,PhD,809,2.46,1083,1108,invest more
5078,45999,9222,32561,3538,9050,low,42,retired,master's,627,8.23,693,632,invest more
8038,30414,1764,22564,2556,8705,low,44,self-employed,master's,309,3.03,1648,369,travel
4980,5139,7976,12347,2575,5846,medium,35,full-time,bachelor's,602,4.08,1601,315,buy house
5077,23684,3757,58303,1652,1879,medium,64,self-employed,master's,563,12.22,788,246,retirement
7754,26437,1449,18274,4910,8459,medium,53,full-time,master's,810,2.54,1979,694,travel
7930,18492,9492,36527,3127,9571,medium,67,retired,master's,617,5.8,1572,599,invest more
7550,42504,1304,56907,3155,18335,low,69,full-time,master's,765,7.71,2000,647,retirement
8958,45719,4400,16398,5649,4248,low,40,full-time,master's,702,2.32,994,501,buy house
8418,18587,2385,1831,3605,3596,medium,57,retired,PhD,390,0.5,1118,655,travel
6116,33403,9837,28210,2423,7628,high,41,self-employed,PhD,555,6.22,1256,408,buy house
7236,31436,9820,30936,2206,17867,medium,42,retired,PhD,712,5.63,1328,437,buy house
8217,36579,624,24320,2974,6341,medium,62,retired,PhD,745,3.04,1875,550,buy house
4734,5753,2649,11326,2417,14274,low,22,self-employed,master's,419,2.95,1012,205,retirement
7413,31276,9030,380,2803,14494,high,43,retired,master's,832,1.27,806,379,buy house
7755,39131,4540,46145,3953,2627,low,49,retired,master's,374,6.53,1217,279,buy house
8734,45920,7937,36574,5921,4323,medium,55,full-time,master's,462,5.1,1910,698,retirement
1490,1750,7433,1543,937,16650,medium,18,unemployed,in school,417,6.02,516,244,invest more
9052,17665,9217,31401,5805,18997,high,36,full-time,master's,744,4.49,2794,1024,invest more
8538,48662,3475,25806,4525,7589,medium,49,retired,master's,674,3.43,3038,972,buy house
6394,17602,9775,42810,2911,1091,low,66,full-time,PhD,732,8.22,632,297,invest more
3264,11625,4294,20808,1573,4022,low,25,self-employed,bachelor's,838,7.69,1036,439,invest more
4589,11170,6382,2465,2355,14903,medium,26,full-time,bachelor's,492,1.93,1050,665,buy house
6005,33875,9379,15487,3699,6549,low,62,self-employed,master's,794,4.14,996,253,retirement
6654,23926,3241,22653,2532,18079,low,37,full-time,master's,381,3.89,1641,272,invest more
7400,11993,9280,54944,3014,4505,high,58,retired,PhD,790,8.68,1585,804,buy house
5023,24870,9535,46085,1978,5373,low,59,self-employed,PhD,757,11.07,544,334,travel
1093,3848,1732,562,417,8510,high,20,unemployed,in school,679,2.1,500,200,invest more
2349,6565,3144,23878,907,1045,medium,28,full-time,bachelor's,317,11.5,559,242,buy house
5482,44288,9567,36982,3638,5035,medium,56,full-time,master's,578,8.49,2544,557,invest more
7416,12141,559,8530,4872,12445,high,47,retired,master's,544,1.23,2552,504,retirement
5931,45723,3125,26629,3746,16184,high,47,retired,PhD,502,5.02,1998,571,buy house
8365,36212,103,25671,5641,6392,medium,62,full-time,master's,478,3.08,2995,681,buy house
2943,9060,7741,21075,2051,14624,medium,23,full-time,bachelor's,315,9.79,874,540,invest more
7406,32427,2591,59858,3885,17236,high,65,self-employed,master's,358,8.43,1985,354,invest more
7314,38885,8549,21866,3198,6599,medium,58,self-employed,PhD,617,4.16,2029,747,retirement
8281,41171,6812,5125,5301,8419,medium,40,full-time,master's,571,1.44,2372,660,travel
105,4560,7972,330,48,3681,medium,18,unemployed,in school,610,78.32,500,200,travel
5025,30893,5394,6481,2555,10711,high,63,retired,PhD,649,2.36,1298,731,invest more
9954,20967,7484,42307,4803,6466,medium,54,self-employed,PhD,315,5.0,1517,1142,buy house
6031,27768,7611,907,2672,14312,low,63,full-time,master's,390,1.41,1346,489,invest more
7747,32205,944,14667,4216,13832,medium,38,retired,master's,764,2.01,1856,1022,invest more
4984,14614,1204,16419,1578,3693,high,28,full-time,bachelor's,673,3.54,1013,422,buy house
3407,7263,2068,11913,1896,7297,high,27,full-time,bachelor's,600,4.1,1228,359,invest more
8122,25897,2239,10620,3171,10903,medium,43,retired,PhD,522,1.58,1968,724,invest more
5061,48702,4910,6720,2320,12321,medium,43,retired,master's,611,2.3,737,380,invest more
2632,16140,4446,31250,1251,14661,medium,34,full-time,bachelor's,690,13.56,649,260,travel
344,3257,4629,3159,103,6106,medium,21,part-time,high school,757,22.57,500,200,buy house
5359,35416,6407,47140,2818,8748,high,58,retired,PhD,324,9.99,713,705,buy house
7181,37682,9573,7459,4225,2017,medium,41,self-employed,master's,689,2.37,851,971,invest more
8380,33282,1123,7398,3928,2701,high,53,full-time,PhD,613,1.02,2651,729,retirement
2876,5444,2622,28749,1843,2573,medium,29,self-employed,bachelor's,675,10.9,601,432,buy house
3064,17967,6901,13091,1943,14254,high,31,self-employed,master's,815,6.52,1212,370,retirement
9574,24016,2695,33042,3387,8136,medium,38,full-time,master's,707,3.73,1689,883,travel
5295,38943,5046,32675,2046,2645,medium,68,self-employed,master's,445,7.12,600,224,buy house
3348,19237,2392,530,1309,16539,low,25,full-time,bachelor's,316,0.87,609,347,travel
2675,5907,1242,22344,1052,16411,medium,25,full-time,master's,490,8.81,516,300,buy house
7425,41375,7807,28984,2555,3268,low,38,self-employed,PhD,395,4.95,551,713,invest more
354,1975,3620,2982,224,8016,high,21,part-time,high school,765,18.6,500,200,travel
3797,5003,2943,6763,1188,6031,high,25,self-employed,master's,765,2.56,710,207,buy house
9812,20795,8400,35537,4116,10274,low,49,retired,PhD,525,4.48,2744,823,retirement
6878,33341,4702,49934,3021,13530,medium,68,retired,PhD,402,7.94,744,522,retirement
8778,16803,2011,65353,3269,8606,high,67,retired,master's,358,7.67,2082,221,retirement
8778,40879,9614,22053,4977,8578,low,49,self-employed,PhD,830,3.61,3473,801,travel
1074,842,1701,4309,362,19098,high,19,unemployed,high school,686,5.59,500,200,buy house
2066,19097,614,5676,1118,18269,high,27,full-time,master's,669,3.04,514,281,travel
7006,24580,7535,31633,3821,18828,medium,42,retired,master's,671,5.59,1241,335,retirement
7830,28576,4845,935,2720,10034,low,55,full-time,PhD,405,0.74,1562,341,travel
3366,8394,3662,8082,1192,12473,medium,22,self-employed,master's,490,3.49,595,324,invest more
4721,11002,7523,5581,1965,19359,low,23,full-time,bachelor's,502,2.78,770,364,invest more
1884,4303,5947,116,1299,17110,high,21,unemployed,in school,463,3.22,531,289,travel
315,2258,2407,5680,200,18924,high,19,part-time,high school,379,25.59,500,200,travel
6644,43800,4473,28740,4501,2350,low,49,self-employed,PhD,441,5.0,2654,502,invest more
5628,19646,7901,31985,2232,9241,high,45,self-employed,PhD,630,7.09,881,394,buy house
7443,33455,7603,3398,5067,10620,high,63,full-time,master's,504,1.48,2141,1140,travel
4536,16949,3335,16506,2683,13765,low,23,full-time,bachelor's,359,4.37,1353,518,invest more
3558,11797,2145,3168,1136,4944,high,23,self-employed,master's,416,1.49,563,282,buy house
6246,35058,5085,27268,3276,7166,low,50,self-employed,PhD,482,5.18,1645,300,retirement
5436,36199,1712,38882,2750,9191,high,45,retired,PhD,545,7.47,1817,502,retirement
3739,14905,6942,1580,1978,13665,high,29,self-employed,master's,699,2.28,1145,536,buy house
2852,10307,1614,26699,1879,17702,low,34,self-employed,master's,515,9.92,550,363,invest more
4489,8372,5258,23796,2195,6157,medium,25,full-time,master's,375,6.47,1536,554,invest more
6214,24942,9553,7479,2338,11846,medium,48,full-time,master's,554,2.74,958,268,retirement
9524,38262,3672,18450,6654,14044,high,44,self-employed,master's,648,2.32,2170,728,retirement
8169,24621,3755,23398,5312,2594,low,51,full-time,master's,310,3.32,968,847,travel
8653,33378,2138,36885,3303,8140,medium,49,self-employed,master's,736,4.51,2234,871,buy house
3272,5762,6374,14348,2255,4699,high,23,full-time,bachelor's,406,6.33,1111,606,invest more
3482,8070,6475,15933,1870,17285,medium,24,full-time,master's,828,6.43,670,389,retirement
7170,41702,6335,24536,2264,19959,high,58,self-employed,master's,369,4.3,926,357,buy house
3703,5719,3710,5162,2363,9601,medium,26,full-time,master's,599,2.4,1558,426,travel
4680,9359,1808,9574,2307,6471,low,25,self-employed,master's,415,2.43,1288,353,retirement
7853,17956,3924,1334,5026,13942,low,45,self-employed,PhD,694,0.67,2366,1274,buy house
8901,34983,4795,41962,3041,14652,low,42,retired,PhD,817,5.25,1065,235,travel
466,4959,3867,17652,223,7047,low,20,part-time,in school,371,46.08,500,200,travel
3259,8258,4125,29348,989,2912,medium,35,self-employed,bachelor's,358,10.27,585,262,retirement
6599,33023,2064,34480,2261,12302,low,50,retired,master's,674,5.54,1306,386,buy house
7508,36124,2964,639,3435,7197,low,48,retired,master's,654,0.48,956,510,invest more
7471,14851,8641,1146,4874,7929,low,43,retired,master's,644,1.31,3165,1409,invest more
6082,40597,3624,37456,2173,3246,low,47,full-time,master's,704,6.75,752,257,buy house
9272,15884,1188,23488,3449,12541,high,49,retired,master's,710,2.66,1517,850,retirement
4160,9725,3523,1464,1960,7418,high,33,self-employed,bachelor's,498,1.2,760,510,invest more
8236,29125,7354,20753,5602,7625,high,38,self-employed,master's,678,3.41,1196,766,invest more
7420,41621,8653,23342,5188,16922,medium,59,retired,PhD,549,4.31,2279,1169,retirement
9283,41453,3459,21024,4895,17081,high,62,self-employed,master's,344,2.64,1490,944,buy house
6850,38828,9260,541,3855,12974,medium,70,full-time,PhD,719,1.43,2661,208,travel
1185,3987,3371,3782,789,8738,medium,18,unemployed,high school,737,6.03,520,236,invest more
3278,15594,3352,22322,1548,2844,low,25,self-employed,bachelor's,446,7.83,816,222,travel
9499,23498,2365,26150,3993,4152,medium,51,retired,PhD,559,3.0,2164,430,travel
6186,39374,7793,8544,3857,5612,medium,61,self-employed,master's,682,2.64,2440,530,travel
6931,11776,3218,5476,4779,8870,high,48,retired,master's,607,1.25,2515,953,retirement
5944,42268,2715,26834,3006,15980,low,36,full-time,master's,625,4.97,1272,770,invest more
9826,28355,44,5106,4828,10961,high,42,retired,master's,799,0.52,3133,663,invest more
8258,40264,681,9152,5390,19026,medium,66,retired,PhD,742,1.19,1579,1540,invest more
7857,39973,9923,1783,3308,9645,low,39,full-time,master's,765,1.49,1816,818,invest more
4267,17068,3900,3176,2153,18676,medium,24,full-time,master's,724,1.66,604,500,invest more
7094,44656,8575,21996,3243,18408,low,65,full-time,master's,521,4.31,744,899,buy house
9311,14995,6646,26409,2815,16195,low,44,self-employed,PhD,523,3.55,1126,203,invest more
8235,29711,248,45161,3938,19387,low,69,self-employed,master's,406,5.51,1250,769,travel
6340,16229,1864,8874,2335,6754,medium,51,full-time,PhD,799,1.69,969,268,invest more
6033,19698,7562,23306,1828,17491,high,52,full-time,master's,842,5.12,505,216,retirement
5336,24228,7256,3007,3069,6901,high,40,self-employed,master's,425,1.92,971,512,buy house
1545,2876,7094,18336,879,10931,low,20,part-time,high school,422,16.45,577,246,retirement
5445,27640,3507,52285,2787,16647,high,67,full-time,PhD,437,10.24,1302,833,retirement
2826,17373,8834,8093,1832,4197,medium,25,self-employed,master's,800,5.99,1260,523,invest more
5936,30190,7622,31397,1794,16383,low,66,self-employed,PhD,760,6.57,517,357,buy house
7144,22717,3117,26753,2216,4201,medium,42,self-employed,PhD,431,4.18,1153,395,retirement
5918,44387,5055,31734,1992,5536,medium,38,self-employed,master's,377,6.22,1288,484,invest more
7553,43873,3152,21010,4829,6828,medium,54,full-time,PhD,315,3.2,3179,1293,buy house
7506,32556,5400,32386,3596,17318,low,56,retired,PhD,365,5.03,1174,589,retirement
284,4448,1732,7333,152,3031,medium,21,unemployed,high school,326,31.81,500,200,retirement
830,1676,889,678,421,9764,low,21,unemployed,in school,757,1.89,500,200,invest more
7614,17144,8963,11997,2724,17694,high,42,retired,master's,407,2.75,1004,291,travel
6133,24924,1063,29775,3679,2561,low,38,full-time,PhD,824,5.03,2389,765,retirement
7792,29130,2330,2370,5125,1913,medium,47,self-employed,master's,702,0.6,595,597,retirement
3577,15232,2303,11941,2056,7911,medium,34,self-employed,master's,696,3.98,956,614,buy house
1958,3841,8344,17709,884,3306,medium,19,part-time,in school,838,13.3,537,241,invest more
7800,16276,5699,46606,4427,3765,medium,61,retired,PhD,712,6.7,568,385,travel
1771,477,3596,10631,747,2076,high,19,unemployed,in school,694,8.03,503,217,retirement
5528,12956,6265,64581,3447,15238,high,70,full-time,master's,607,12.81,1930,600,buy house
4141,19390,9685,15829,2174,8718,high,33,full-time,master's,670,6.16,1225,362,travel
2861,7891,159,3043,1847,14631,high,25,self-employed,master's,613,1.12,724,317,invest more
9406,48929,4837,13758,5650,2346,low,55,full-time,PhD,653,1.98,3483,1242,travel
841,4208,6640,10096,573,13189,medium,19,part-time,high school,606,19.88,500,200,invest more
8098,20011,9597,31384,2955,5445,low,46,self-employed,PhD,795,5.06,1371,324,travel
8688,43755,2437,36131,5639,13544,low,62,retired,master's,394,4.44,2764,246,travel
5355,45956,5763,2104,2178,3753,high,52,self-employed,master's,701,1.47,1000,573,retirement
9507,34767,158,41899,5351,2169,high,59,full-time,PhD,816,4.42,3341,562,buy house
2319,12811,9830,2056,904,7955,medium,26,self-employed,master's,512,5.12,550,251,invest more
5956,15899,8916,2981,2989,10065,high,53,full-time,PhD,318,2.0,609,311,invest more
5533,20565,4771,34702,2765,5949,low,43,self-employed,master's,745,7.13,1322,366,travel
9382,47505,6133,25710,3812,8193,low,56,full-time,master's,532,3.39,1734,450,buy house
5810,23415,288,38250,3691,5736,high,69,full-time,master's,336,6.63,629,1073,invest more
6738,22566,2805,37941,3991,6428,medium,55,retired,PhD,676,6.05,2234,815,retirement
6794,35130,1818,15603,4579,11649,high,59,self-employed,master's,441,2.56,1736,204,buy house
7959,48662,1293,37121,3719,12835,high,56,retired,master's,741,4.83,797,786,invest more
3448,11324,6409,14187,1584,2991,high,31,full-time,bachelor's,777,5.97,857,342,travel
4791,7205,6256,23645,2867,12787,high,34,full-time,master's,682,6.24,710,505,retirement
7366,23412,9857,29383,2766,16468,high,55,full-time,master's,550,5.33,1657,354,invest more
3160,13824,9320,29312,1402,7244,medium,32,self-employed,master's,549,12.22,681,320,travel
7044,28246,741,48623,3554,16297,high,50,full-time,PhD,532,7.01,626,989,invest more
7112,40076,913,45131,3240,4807,high,49,retired,master's,648,6.47,993,662,invest more
4035,18848,1238,17599,1884,6785,low,35,full-time,bachelor's,352,4.67,952,502,buy house
